C_l_hyaw	C_l_hrol	C_l_hpit	C_l_knee	C_l_apit	C_r_hyaw	C_r_hrol	C_r_hpit	C_r_knee	C_r_apit	P_l_hyaw	P_l_hrol	P_l_hpit	P_l_knee	P_l_apit	P_r_hyaw	P_r_hrol	P_r_hpit	P_r_knee	P_r_apit	V_l_hyaw	V_l_hrol	V_l_hpit	V_l_knee	V_l_apit	V_r_hyaw	V_r_hrol	V_r_hpit	V_r_knee	V_r_apit	T_l_hyaw	T_l_hrol	T_l_hpit	T_l_knee	T_l_apit	T_r_hyaw	T_r_hrol	T_r_hpit	T_r_knee	T_r_apit	rol	pit	yaw	rol_rate	pit_rate	yaw_rate	x_acc	y_acc	z_acc	w_quat	x_quat	y_quat	z_quat	
0.454466	0.282507	-1.384130	1.089050	-0.751168	-0.500238	-0.193498	1.347001	-1.317928	0.696235	0.458027	0.263783	-1.406306	1.100114	-0.793578	-0.501293	-0.195409	1.352232	-1.283654	0.674026	-0.017097	0.061096	-0.025825	-0.194647	0.535839	0.071841	0.022633	-0.008674	-0.318649	0.275168	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013841	0.011957	-5.664041	0.015179	-0.012937	0.018008	-0.051413	-0.295324	10.026654	1.000000	0.000000	0.000000	0.000000	
0.456012	0.281421	-1.384751	1.099679	-0.759391	-0.498011	-0.197124	1.349224	-1.303620	0.688482	0.458163	0.265209	-1.406253	1.097369	-0.785739	-0.500925	-0.194815	1.352681	-1.290730	0.677573	-0.040096	0.070086	-0.002582	-0.298635	0.611925	0.007184	0.046465	0.034029	-0.307546	0.285750	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013841	0.011957	-5.664041	0.015179	-0.012937	0.018008	-0.051413	-0.295324	10.026654	1.000000	0.000000	0.000000	0.000000	
0.456389	0.278612	-1.384461	1.115192	-0.777582	-0.495339	-0.203363	1.351286	-1.284960	0.670056	0.458554	0.266423	-1.405878	1.093306	-0.779034	-0.500754	-0.194462	1.353813	-1.293744	0.682886	0.013439	0.046558	0.052086	-0.179918	0.336874	0.000718	0.015115	0.101113	-0.191278	0.196077	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013841	0.011957	-5.664041	0.015179	-0.012937	0.018008	-0.051413	-0.295324	10.026654	1.000000	0.000000	0.000000	0.000000	
0.456060	0.274568	-1.384061	1.134672	-0.805183	-0.492532	-0.210587	1.352688	-1.262231	0.646377	0.459238	0.267022	-1.405028	1.092639	-0.775561	-0.500599	-0.194416	1.355857	-1.294420	0.684846	-0.030063	0.041879	0.113387	0.030863	0.152335	0.048927	-0.005468	0.160165	0.036706	0.089400	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013841	0.011957	-5.664041	0.015179	-0.012937	0.018008	-0.051413	-0.295324	10.026654	1.000000	0.000000	0.000000	0.000000	
0.454882	0.269174	-1.384681	1.157069	-0.838454	-0.489280	-0.218316	1.353095	-1.239043	0.622720	0.459350	0.267473	-1.403598	1.094541	-0.773630	-0.500083	-0.194738	1.360434	-1.292592	0.683856	-0.013475	0.005351	0.102069	0.072879	-0.012684	0.011872	0.005269	0.242843	0.185132	-0.162052	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013841	0.011957	-5.664041	0.015179	-0.012937	0.018008	-0.051413	-0.295324	10.026654	1.000000	0.000000	0.000000	0.000000	
0.453342	0.261688	-1.385234	1.175977	-0.873811	-0.487149	-0.226379	1.355530	-1.219941	0.599302	0.459276	0.267514	-1.401276	1.098411	-0.776903	-0.499641	-0.195699	1.363869	-1.285659	0.678933	-0.039733	-0.000628	0.052083	0.377189	-0.399086	0.025615	-0.083224	0.139442	0.510551	-0.626891	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013841	0.011957	-5.664041	0.015179	-0.012937	0.018008	-0.051413	-0.295324	10.026654	1.000000	0.000000	0.000000	0.000000	
0.452502	0.253392	-1.388570	1.184475	-0.901839	-0.485855	-0.232105	1.356097	-1.203733	0.575727	0.458970	0.267305	-1.399624	1.108248	-0.786258	-0.498970	-0.197668	1.366519	-1.277245	0.667213	-0.059807	-0.016348	0.134325	0.568143	-0.891379	-0.042804	-0.173498	0.198895	0.661741	-0.729209	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013841	0.011957	-5.664041	0.015179	-0.012937	0.018008	-0.051413	-0.295324	10.026654	1.000000	0.000000	0.000000	0.000000	
0.452980	0.246109	-1.394261	1.181547	-0.918010	-0.486960	-0.235547	1.355849	-1.195423	0.554938	0.458594	0.266447	-1.398034	1.116759	-0.800803	-0.498521	-0.199249	1.369376	-1.267710	0.655345	-0.072284	-0.052816	0.090204	0.691927	-1.408219	0.006189	-0.161588	0.222288	0.819935	-1.039549	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013841	0.011957	-5.664041	0.015179	-0.012937	0.018008	-0.051413	-0.295324	10.026654	1.000000	0.000000	0.000000	0.000000	
0.454186	0.242029	-1.399814	1.166713	-0.918273	-0.490261	-0.236479	1.355422	-1.201187	0.540646	0.458180	0.264959	-1.397473	1.125998	-0.827533	-0.497995	-0.201908	1.373631	-1.256304	0.641945	-0.021187	-0.093686	0.005531	0.739202	-1.383131	0.042494	-0.198783	0.154835	0.947422	-1.196210	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013841	0.011957	-5.664041	0.015179	-0.012937	0.018008	-0.051413	-0.295324	10.026654	1.000000	0.000000	0.000000	0.000000	
0.455872	0.243409	-1.403673	1.139833	-0.897883	-0.496282	-0.232468	1.351690	-1.236928	0.545203	0.457903	0.263611	-1.397919	1.133904	-0.845166	-0.497745	-0.204888	1.375136	-1.237932	0.626809	-0.050974	-0.164076	-0.107626	0.517104	-1.317809	-0.020178	-0.195523	0.029442	0.806627	-1.330524	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013841	0.011957	-5.664041	0.015179	-0.012937	0.018008	-0.051413	-0.295324	10.026654	1.000000	0.000000	0.000000	0.000000	
0.459207	0.250808	-1.404175	1.102956	-0.860580	-0.505748	-0.223081	1.343983	-1.307281	0.580343	0.457896	0.260934	-1.400068	1.142198	-0.859791	-0.497549	-0.208198	1.375340	-1.227350	0.602892	-0.039994	-0.209501	-0.293423	0.111034	-1.091430	0.029389	-0.224277	-0.024973	0.607597	-1.197390	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013841	0.011957	-5.664041	0.015179	-0.012937	0.018008	-0.051413	-0.295324	10.026654	1.000000	0.000000	0.000000	0.000000	
0.463539	0.264647	-1.400186	1.062564	-0.809967	-0.515508	-0.209209	1.333342	-1.397080	0.641979	0.458234	0.258395	-1.404302	1.143032	-0.876481	-0.497656	-0.210774	1.374387	-1.222787	0.589046	0.048345	-0.148903	-0.441119	-0.069158	-0.356907	-0.070343	-0.157360	-0.166510	0.165449	-0.849072	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013841	0.011957	-5.664041	0.015179	-0.012937	0.018008	-0.051413	-0.295324	10.026654	1.000000	0.000000	0.000000	0.000000	
0.469286	0.280981	-1.398320	1.036621	-0.757157	-0.521409	-0.195444	1.322121	-1.465563	0.702361	0.459343	0.256902	-1.414624	1.138256	-0.878098	-0.498695	-0.211305	1.366999	-1.227545	0.584580	0.060669	-0.082357	-0.539640	-0.411713	0.274887	-0.174537	0.036608	-0.543586	-0.733726	0.023271	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013841	0.011957	-5.664041	0.015179	-0.012937	0.018008	-0.051413	-0.295324	10.026654	1.000000	0.000000	0.000000	0.000000	
0.475073	0.289724	-1.402785	1.027850	-0.727955	-0.523443	-0.185677	1.319915	-1.479301	0.741354	0.461189	0.256668	-1.421632	1.129667	-0.869649	-0.499266	-0.211194	1.358833	-1.252972	0.591030	0.163100	-0.030337	-0.455272	-0.836808	1.022034	-0.069798	0.037394	-0.672023	-1.912409	0.818901	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013841	0.011957	-5.664041	0.015179	-0.012937	0.018008	-0.051413	-0.295324	10.026654	1.000000	0.000000	0.000000	0.000000	
0.479209	0.287062	-1.406561	1.028024	-0.734608	-0.521746	-0.180114	1.329898	-1.447909	0.758021	0.464345	0.257881	-1.426596	1.109629	-0.851408	-0.499695	-0.209410	1.348646	-1.281758	0.613330	0.148916	0.114451	-0.356104	-0.907234	1.689986	-0.024428	0.137509	-0.943100	-2.585129	1.659204	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013841	0.011957	-5.664041	0.015179	-0.012937	0.018008	-0.051413	-0.295324	10.026654	1.000000	0.000000	0.000000	0.000000	
0.481490	0.278769	-1.408460	1.030296	-0.759015	-0.517991	-0.175684	1.347063	-1.392261	0.757481	0.467763	0.260434	-1.431321	1.096558	-0.818219	-0.499830	-0.206396	1.338441	-1.313227	0.636983	0.259166	0.190580	-0.402022	-0.952663	1.624176	-0.037339	0.223129	-0.841091	-2.516305	1.952612	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013841	0.011957	-5.664041	0.015179	-0.012937	0.018008	-0.051413	-0.295324	10.026654	1.000000	0.000000	0.000000	0.000000	
0.481886	0.272179	-1.408072	1.043152	-0.784502	-0.512262	-0.174144	1.364025	-1.336156	0.749649	0.472445	0.262730	-1.433429	1.084420	-0.798544	-0.499445	-0.202530	1.328573	-1.339441	0.660883	0.231805	0.085361	-0.033223	-1.033978	1.136025	0.013714	0.242160	-0.213226	-1.839413	1.866795	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013841	0.011957	-5.664041	0.015179	-0.012937	0.018008	-0.051413	-0.295324	10.026654	1.000000	0.000000	0.000000	0.000000	
0.478850	0.268036	-1.400719	1.058629	-0.806710	-0.505631	-0.179721	1.380845	-1.298196	0.732078	0.475490	0.263747	-1.432106	1.074552	-0.791410	-0.499367	-0.198542	1.329483	-1.361865	0.680930	0.340737	0.073676	0.226993	-0.633822	0.092665	-0.023056	0.202187	0.247379	-0.386340	1.516230	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013841	0.011957	-5.664041	0.015179	-0.012937	0.018008	-0.051413	-0.295324	10.026654	1.000000	0.000000	0.000000	0.000000	
0.473494	0.266448	-1.395728	1.086756	-0.832567	-0.496532	-0.192721	1.386831	-1.265245	0.701373	0.479879	0.264515	-1.429273	1.070156	-0.792237	-0.499619	-0.194981	1.337129	-1.362230	0.705707	0.075949	0.038774	0.280932	0.016879	-0.186153	-0.005795	0.187721	0.736623	0.380122	0.790226	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013841	0.011957	-5.664041	0.015179	-0.012937	0.018008	-0.051413	-0.295324	10.026654	1.000000	0.000000	0.000000	0.000000	
0.469002	0.265106	-1.397684	1.119260	-0.863558	-0.489345	-0.203971	1.382366	-1.232933	0.675364	0.480176	0.264718	-1.426258	1.069930	-0.796643	-0.499402	-0.192573	1.348788	-1.352174	0.714710	-0.051729	-0.013571	0.146741	-0.054146	-0.210545	-0.052924	0.133930	1.151959	1.043026	0.351214	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013841	0.011957	-5.664041	0.015179	-0.012937	0.018008	-0.051413	-0.295324	10.026654	1.000000	0.000000	0.000000	0.000000	
0.464561	0.261246	-1.399143	1.149939	-0.898282	-0.486629	-0.213567	1.379538	-1.207254	0.655632	0.479508	0.264613	-1.424177	1.072091	-0.801959	-0.498681	-0.192140	1.372736	-1.336349	0.715711	-0.026111	-0.035090	0.154259	0.210943	-0.579396	0.106376	-0.030809	1.123700	1.412915	-0.195194	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013841	0.011957	-5.664041	0.015179	-0.012937	0.018008	-0.051413	-0.295324	10.026654	1.000000	0.000000	0.000000	0.000000	
0.459941	0.254025	-1.401998	1.174009	-0.935206	-0.484321	-0.223375	1.377645	-1.186354	0.640884	0.478163	0.264188	-1.421483	1.076279	-0.810946	-0.498754	-0.192223	1.387437	-1.308272	0.710652	-0.121259	-0.044221	0.224804	0.380526	-0.891962	-0.097541	-0.019366	1.096446	1.132347	-0.584840	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013841	0.011957	-5.664041	0.015179	-0.012937	0.018008	-0.051413	-0.295324	10.026654	1.000000	0.000000	0.000000	0.000000	
0.457174	0.244531	-1.405720	1.191726	-0.970306	-0.482517	-0.233665	1.376696	-1.168621	0.621903	0.475494	0.263570	-1.418666	1.088821	-0.825709	-0.499011	-0.193330	1.398738	-1.290346	0.698372	-0.162180	-0.046298	0.235348	0.830199	-1.341974	-0.051630	-0.069403	0.772675	1.208979	-0.679639	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013895	0.012087	-5.664104	-0.000720	0.005040	0.014972	-0.050337	0.088836	9.851254	1.000000	0.000000	0.000000	0.000000	
0.455603	0.235753	-1.411131	1.193622	-0.985111	-0.483256	-0.241905	1.377384	-1.157309	0.599151	0.471665	0.262380	-1.415704	1.101169	-0.840415	-0.499160	-0.195336	1.406693	-1.273311	0.688476	-0.257003	-0.063954	0.264319	1.021731	-1.146191	-0.064487	-0.174443	0.520451	1.262008	-0.818235	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013906	0.012113	-5.664116	-0.002310	0.006837	0.014669	-0.050229	0.127252	9.833714	1.000000	0.000000	0.000000	0.000000	
0.454836	0.229178	-1.416390	1.178676	-0.975359	-0.487146	-0.245643	1.379701	-1.158695	0.577018	0.467676	0.259961	-1.413536	1.113962	-0.873672	-0.500304	-0.198549	1.414609	-1.256043	0.677264	-0.294402	-0.250670	0.085756	0.953644	-1.719850	-0.156503	-0.211700	0.139286	1.312676	-1.027514	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013909	0.012118	-5.664119	-0.002469	0.007017	0.014638	-0.050218	0.131094	9.831959	1.000000	0.000000	0.000000	0.000000	
0.454987	0.226178	-1.420632	1.153226	-0.954804	-0.492776	-0.245081	1.381516	-1.169602	0.555615	0.465497	0.258176	-1.412909	1.126141	-0.896826	-0.501115	-0.202608	1.416313	-1.228671	0.664286	-0.305121	-0.190243	-0.089134	0.925897	-1.728361	-0.029609	-0.270097	-0.052374	1.185137	-1.132193	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013909	0.012119	-5.664120	-0.002485	0.007035	0.014635	-0.050217	0.131478	9.831783	1.000000	0.000000	0.000000	0.000000	
0.456780	0.231241	-1.424337	1.120357	-0.919993	-0.498987	-0.238315	1.376044	-1.212353	0.553696	0.462662	0.254912	-1.415110	1.141106	-0.913695	-0.500865	-0.207249	1.415806	-1.212606	0.640922	-0.215463	-0.219097	-0.288084	0.434574	-1.223216	0.010998	-0.332934	-0.179719	1.085142	-1.177557	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013909	0.012119	-5.664120	-0.002486	0.007037	0.014635	-0.050217	0.131516	9.831766	1.000000	0.000000	0.000000	0.000000	
0.460251	0.243705	-1.423613	1.085602	-0.879411	-0.507461	-0.228901	1.367871	-1.289851	0.585075	0.460520	0.251084	-1.419524	1.145019	-0.923806	-0.500136	-0.211675	1.413669	-1.200596	0.624181	-0.049463	-0.246409	-0.412668	0.029499	-0.541077	0.032506	-0.229876	-0.300632	0.865764	-1.328658	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013909	0.012119	-5.664120	-0.002486	0.007037	0.014635	-0.050217	0.131520	9.831764	1.000000	0.000000	0.000000	0.000000	
0.464649	0.259273	-1.418677	1.048588	-0.827578	-0.515259	-0.215662	1.355583	-1.382790	0.645924	0.460455	0.248210	-1.425763	1.142288	-0.929924	-0.500233	-0.214054	1.404445	-1.195601	0.610509	-0.004946	-0.171206	-0.536795	-0.370441	0.169229	-0.160762	-0.043925	-0.598873	0.117983	-0.994805	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013909	0.012119	-5.664120	-0.002487	0.007037	0.014635	-0.050217	0.131521	9.831764	1.000000	0.000000	0.000000	0.000000	
0.470945	0.274927	-1.415778	1.025727	-0.772269	-0.521118	-0.201913	1.342495	-1.452167	0.705002	0.461702	0.246836	-1.437649	1.135151	-0.924943	-0.500422	-0.214684	1.395596	-1.201170	0.603486	0.090236	-0.077608	-0.535249	-0.616323	0.788132	-0.057952	-0.046268	-0.764793	-0.867589	-0.539174	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013909	0.012119	-5.664120	-0.002487	0.007037	0.014635	-0.050217	0.131521	9.831764	1.000000	0.000000	0.000000	0.000000	
0.477893	0.283578	-1.419733	1.014530	-0.739716	-0.523744	-0.192227	1.336480	-1.479211	0.743750	0.463599	0.246989	-1.443782	1.120588	-0.910522	-0.500629	-0.214042	1.384836	-1.219828	0.603632	-0.025873	0.037604	-0.378061	-0.839820	1.401384	-0.023243	0.037249	-1.123369	-1.925795	0.546299	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013909	0.012119	-5.664120	-0.002487	0.007037	0.014635	-0.050217	0.131521	9.831764	1.000000	0.000000	0.000000	0.000000	
0.482228	0.280794	-1.424948	1.018406	-0.753171	-0.521482	-0.186987	1.340966	-1.453036	0.760333	0.464997	0.249273	-1.448668	1.108176	-0.888057	-0.500622	-0.211927	1.370906	-1.250314	0.617498	0.105591	0.178242	-0.442603	-1.116913	1.912872	-0.002324	0.121209	-1.232509	-2.952879	1.516786	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013909	0.012119	-5.664120	-0.002487	0.007037	0.014635	-0.050217	0.131521	9.831764	1.000000	0.000000	0.000000	0.000000	
0.485341	0.273972	-1.426915	1.019516	-0.781352	-0.517775	-0.181608	1.354178	-1.400097	0.760654	0.468838	0.252533	-1.452796	1.094547	-0.846874	-0.499506	-0.209210	1.349582	-1.286025	0.639489	0.300199	0.198122	-0.190825	-1.214415	1.894228	0.132374	0.149380	-1.034045	-2.947409	1.941860	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013909	0.012119	-5.664120	-0.002487	0.007037	0.014635	-0.050217	0.131521	9.831764	1.000000	0.000000	0.000000	0.000000	
0.485388	0.267538	-1.423331	1.020297	-0.796720	-0.513114	-0.176734	1.374592	-1.352268	0.754286	0.471642	0.254478	-1.453864	1.080770	-0.824122	-0.497078	-0.206130	1.339743	-1.335939	0.662426	0.225439	0.205926	0.120503	-1.000829	1.236313	0.131885	0.184767	-0.466326	-1.680125	1.802907	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013909	0.012119	-5.664120	-0.002487	0.007037	0.014635	-0.050217	0.131521	9.831764	1.000000	0.000000	0.000000	0.000000	
0.482513	0.263107	-1.416947	1.033416	-0.804088	-0.505681	-0.179156	1.389304	-1.314267	0.738614	0.476662	0.256627	-1.451557	1.061827	-0.813804	-0.495986	-0.202775	1.338139	-1.353870	0.695342	0.542499	0.117139	0.374972	-0.721237	0.423740	-0.028687	0.180163	0.009201	-0.600727	1.105043	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013909	0.012119	-5.664120	-0.002487	0.007037	0.014635	-0.050217	0.131521	9.831764	1.000000	0.000000	0.000000	0.000000	
0.478055	0.261911	-1.412911	1.056860	-0.816451	-0.497331	-0.187609	1.393427	-1.279197	0.714289	0.483119	0.257801	-1.446443	1.055930	-0.811837	-0.496107	-0.199334	1.343804	-1.356100	0.710528	0.040291	0.061732	0.428336	-0.155875	-0.243776	-0.079641	0.194824	0.646502	0.121388	0.749107	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013909	0.012119	-5.664120	-0.002487	0.007037	0.014635	-0.050217	0.131521	9.831764	1.000000	0.000000	0.000000	0.000000	
0.472606	0.259988	-1.413401	1.090016	-0.846864	-0.489843	-0.199126	1.391198	-1.244482	0.689761	0.483247	0.258253	-1.441809	1.055090	-0.813140	-0.496228	-0.196707	1.362094	-1.349057	0.718485	-0.020398	0.009663	0.192888	0.078633	-0.090681	-0.028902	0.102070	1.066175	0.772879	0.406426	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013909	0.012119	-5.664120	-0.002487	0.007037	0.014635	-0.050217	0.131521	9.831764	1.000000	0.000000	0.000000	0.000000	
0.466566	0.258460	-1.415045	1.123242	-0.882403	-0.485275	-0.208582	1.386316	-1.216526	0.672230	0.482303	0.258271	-1.438483	1.056473	-0.814564	-0.496325	-0.195608	1.375567	-1.329862	0.720198	-0.082301	-0.000197	0.082102	0.039270	-0.141674	0.000599	0.074184	0.979026	0.858966	0.005746	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013909	0.012119	-5.664120	-0.002487	0.007037	0.014635	-0.050217	0.131521	9.831764	1.000000	0.000000	0.000000	0.000000	
0.461086	0.254781	-1.417057	1.151049	-0.921888	-0.483659	-0.216787	1.383371	-1.195443	0.660818	0.480151	0.258073	-1.437430	1.059536	-0.819187	-0.496999	-0.195041	1.388415	-1.314778	0.717753	-0.154795	-0.011652	0.071024	0.087678	-0.460840	-0.090671	0.009745	1.099427	0.982732	-0.383285	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013909	0.012119	-5.664120	-0.002487	0.007037	0.014635	-0.050217	0.131521	9.831764	1.000000	0.000000	0.000000	0.000000	
0.457235	0.247716	-1.418487	1.171846	-0.960254	-0.483114	-0.227777	1.384411	-1.180462	0.647727	0.477928	0.257605	-1.435717	1.065771	-0.828714	-0.497473	-0.195210	1.400339	-1.299014	0.711642	-0.176003	-0.041878	0.244397	0.643881	-0.841720	-0.099798	-0.030432	0.943965	1.207976	-0.624587	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013909	0.012119	-5.664120	-0.002487	0.007037	0.014635	-0.050217	0.131521	9.831764	1.000000	0.000000	0.000000	0.000000	
0.455067	0.238987	-1.420798	1.181343	-0.986060	-0.483052	-0.237676	1.384850	-1.167725	0.627528	0.474066	0.256720	-1.432806	1.076735	-0.850394	-0.497640	-0.196270	1.416804	-1.282146	0.703416	-0.324688	-0.087939	0.251266	0.940286	-1.281116	-0.009980	-0.065857	0.495704	1.342169	-0.784813	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013909	0.012119	-5.664120	-0.002487	0.007037	0.014635	-0.050217	0.131521	9.831764	1.000000	0.000000	0.000000	0.000000	
0.453639	0.231741	-1.424652	1.173547	-0.986993	-0.484512	-0.242633	1.383093	-1.159390	0.603686	0.471307	0.255856	-1.426795	1.090124	-0.870385	-0.498813	-0.198687	1.422835	-1.257301	0.694162	-0.287212	-0.115809	0.133305	1.078105	-1.708915	-0.182459	-0.150824	0.161239	1.100845	-0.779897	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013909	0.012119	-5.664120	-0.002487	0.007037	0.014635	-0.050217	0.131521	9.831764	1.000000	0.000000	0.000000	0.000000	
0.453263	0.227690	-1.427474	1.154980	-0.970038	-0.488528	-0.244076	1.383952	-1.164853	0.579717	0.467071	0.253656	-1.425375	1.111801	-0.891952	-0.501131	-0.202240	1.424792	-1.240675	0.678110	-0.252058	-0.173267	0.051716	0.962771	-1.730757	-0.105487	-0.229113	-0.060648	1.122078	-0.887585	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013909	0.012119	-5.664120	-0.002487	0.007037	0.014635	-0.050217	0.131521	9.831764	1.000000	0.000000	0.000000	0.000000	
